start_date,end_date,company,platform,campaign,amount
2022-03-01,2022-03-31,Evian,Google Ads,Google Ads | Retargeting | Statewide,1389
2022-04-01,2022-04-30,KFC(Kentucky Fried Chicken),Google Ads,Google Ads | Retargeting | Statewide,499
2022-04-01,2022-04-30,Levi's Jeans,Facebook Ads,Facebook Ads | Traffic | Local,1025
2022-04-01,2022-04-30,Levi's Jeans,Facebook Ads,Facebook Ads | Traffic | National,802
2022-04-01,2022-04-30,Levi's Jeans,Google Ads,Google Ads | Retargeting | Statewide,1174
2022-04-01,2022-04-30,Levi's Jeans,Google Ads,Google Ads | Retargeting | National,156
2022-04-01,2022-04-30,Levi's Jeans,Facebook Ads,Facebook Ads | Retargeting | National,1010
2022-04-01,2022-04-30,Levi's Jeans,Facebook Ads,Facebook Ads | Retargeting | Local,164
2022-04-01,2022-04-30,Levi's Jeans,Google Ads,Google Ads | Search | Statewide,191
2022-04-01,2022-04-30,Levi's Jeans,Google Ads,Google Ads | Search | National,1552
2022-04-01,2022-04-30,Lipton,Google Ads,Google Ads | Retargeting | Local,376
2022-04-01,2022-04-30,Lipton,Google Ads,Google Ads | Retargeting | Statewide,1174
2022-04-01,2022-04-30,Pampers,Google Ads,Google Ads | Retargeting | Local,300
2022-04-01,2022-04-30,Pampers,Google Ads,Google Ads | Retargeting | National,45
2022-04-01,2022-04-30,Coca-Cola,Facebook Ads,Facebook Ads | Retargeting | National,1455
2022-04-01,2022-04-30,Coca-Cola,Facebook Ads,Facebook Ads | Retargeting | Statewide,130
2022-04-01,2022-04-30,Coca-Cola,Google Ads,Google Ads | Retargeting | Statewide,624
2022-04-01,2022-04-30,Coca-Cola,Google Ads,Google Ads | Retargeting | Local,178
2022-04-01,2022-04-30,Beam Suntory,Facebook Ads,Facebook Ads | Traffic | Statewide,1086
2022-04-01,2022-04-30,Beam Suntory,Facebook Ads,Facebook Ads | Traffic | National,378
2022-04-01,2022-04-30,Beam Suntory,Google Ads,Google Ads | Retargeting | Local,555
2022-04-01,2022-04-30,Beam Suntory,Google Ads,Google Ads | Retargeting | National,1132
2022-04-01,2022-04-30,Beam Suntory,Facebook Ads,Facebook Ads | Retargeting | Statewide,617
2022-04-01,2022-04-30,Beam Suntory,Facebook Ads,Facebook Ads | Retargeting | Local,18
2022-04-01,2022-04-30,Live+,Facebook Ads,Facebook Ads | Retargeting | Local,252
2022-04-01,2022-04-30,Live+,Facebook Ads,Facebook Ads | Retargeting | National,437
2022-04-01,2022-04-30,Live+,Google Ads,Google Ads | Search | Local,71
2022-04-01,2022-04-30,Live+,Google Ads,Google Ads | Search | National,388
2022-04-01,2022-04-30,Live+,Facebook Ads,Facebook Ads | Traffic | Local,386
2022-04-01,2022-04-30,Live+,Facebook Ads,Facebook Ads | Traffic | Statewide,1548
2022-04-01,2022-04-30,Tango (drink),Google Ads,Google Ads | Search | Statewide,244
2022-04-01,2022-04-30,Tango (drink),Google Ads,Google Ads | Search | Local,78
2022-04-01,2022-04-30,Tango (drink),Google Ads,Google Ads | Retargeting | Local,101
2022-04-01,2022-04-30,Tango (drink),Google Ads,Google Ads | Retargeting | National,73
2022-04-01,2022-04-30,Tango (drink),Facebook Ads,Facebook Ads | Traffic | National,385
2022-04-01,2022-04-30,Tango (drink),Facebook Ads,Facebook Ads | Traffic | Statewide,32
2022-04-01,2022-04-30,Tizer,Facebook Ads,Facebook Ads | Traffic | Local,1093
2022-04-01,2022-04-30,Tizer,Facebook Ads,Facebook Ads | Traffic | National,493
2022-04-01,2022-04-30,Tizer,Facebook Ads,Facebook Ads | Retargeting | Local,621
2022-04-01,2022-04-30,Tizer,Facebook Ads,Facebook Ads | Retargeting | Statewide,360
2022-04-01,2022-04-30,Tizer,Google Ads,Google Ads | Retargeting | Statewide,1718
2022-04-01,2022-04-30,Tizer,Google Ads,Google Ads | Retargeting | National,16
2022-04-01,2022-04-30,ToniCol,Google Ads,Google Ads | Retargeting | Local,7
2022-04-01,2022-04-30,ToniCol,Google Ads,Google Ads | Retargeting | National,1226
2022-04-01,2022-04-30,ToniCol,Google Ads,Google Ads | Search | National,868
2022-04-01,2022-04-30,ToniCol,Google Ads,Google Ads | Search | Statewide,459
2022-04-01,2022-04-30,ToniCol,Facebook Ads,Facebook Ads | Traffic | Local,532
2022-04-01,2022-04-30,ToniCol,Facebook Ads,Facebook Ads | Traffic | National,186
2022-04-01,2022-04-30,ToniCol,Facebook Ads,Facebook Ads | Retargeting | Statewide,6
2022-04-01,2022-04-30,ToniCol,Facebook Ads,Facebook Ads | Retargeting | Local,3
2022-04-01,2022-04-30,Campa Cola,Google Ads,Google Ads | Search | Local,671
2022-04-01,2022-04-30,Campa Cola,Google Ads,Google Ads | Search | Statewide,459
2022-04-01,2022-04-30,Campa Cola,Facebook Ads,Facebook Ads | Traffic | National,367
2022-04-01,2022-04-30,Campa Cola,Facebook Ads,Facebook Ads | Traffic | Statewide,119
2022-04-01,2022-04-30,Campa Cola,Facebook Ads,Facebook Ads | Retargeting | Statewide,905
2022-04-01,2022-04-30,Campa Cola,Facebook Ads,Facebook Ads | Retargeting | Local,430
2022-04-01,2022-04-30,Campa Cola,Google Ads,Google Ads | Retargeting | Statewide,329
2022-04-01,2022-04-30,Campa Cola,Google Ads,Google Ads | Retargeting | Local,70
2022-04-01,2022-04-30,Mezzo Mix,Facebook Ads,Facebook Ads | Retargeting | Statewide,1007
2022-04-01,2022-04-30,Mezzo Mix,Facebook Ads,Facebook Ads | Retargeting | Local,12
2022-04-01,2022-04-30,Mezzo Mix,Google Ads,Google Ads | Retargeting | Statewide,350
2022-04-01,2022-04-30,Mezzo Mix,Google Ads,Google Ads | Retargeting | Local,1252
2022-04-01,2022-04-30,Mezzo Mix,Facebook Ads,Facebook Ads | Traffic | Statewide,5
2022-04-01,2022-04-30,Mezzo Mix,Facebook Ads,Facebook Ads | Traffic | National,54
2022-04-01,2022-04-30,Mezzo Mix,Google Ads,Google Ads | Search | Statewide,508
2022-04-01,2022-04-30,Mezzo Mix,Google Ads,Google Ads | Search | National,1138
2022-05-01,2022-05-31,Costa Coffee,Facebook Ads,Facebook Ads | Traffic | Local,520
2022-05-01,2022-05-31,Costa Coffee,Facebook Ads,Facebook Ads | Traffic | Statewide,294
2022-05-01,2022-05-31,Costa Coffee,Google Ads,Google Ads | Retargeting | National,315
2022-05-01,2022-05-31,Costa Coffee,Google Ads,Google Ads | Retargeting | Statewide,331
2022-05-01,2022-05-31,Costa Coffee,Facebook Ads,Facebook Ads | Retargeting | Local,1054
2022-05-01,2022-05-31,Costa Coffee,Facebook Ads,Facebook Ads | Retargeting | Statewide,504
2022-05-01,2022-05-31,Dasani,Facebook Ads,Facebook Ads | Retargeting | Statewide,467
2022-05-01,2022-05-31,Dasani,Facebook Ads,Facebook Ads | Retargeting | Local,3
2022-05-01,2022-05-31,Dasani,Google Ads,Google Ads | Retargeting | Statewide,404
2022-05-01,2022-05-31,Dasani,Google Ads,Google Ads | Retargeting | National,1204
2022-05-01,2022-05-31,Dasani,Google Ads,Google Ads | Search | Statewide,99
2022-05-01,2022-05-31,Dasani,Google Ads,Google Ads | Search | Local,379
2022-05-01,2022-05-31,Dasani,Facebook Ads,Facebook Ads | Traffic | National,579
2022-05-01,2022-05-31,Dasani,Facebook Ads,Facebook Ads | Traffic | Statewide,1313
2022-05-01,2022-05-31,Heineken,Google Ads,Google Ads | Retargeting | National,34
2022-05-01,2022-05-31,Heineken,Google Ads,Google Ads | Retargeting | Local,924
2022-05-01,2022-05-31,Heineken,Facebook Ads,Facebook Ads | Retargeting | Statewide,93
2022-05-01,2022-05-31,Heineken,Facebook Ads,Facebook Ads | Retargeting | Local,20
2022-05-01,2022-05-31,Heineken,Google Ads,Google Ads | Search | National,608
2022-05-01,2022-05-31,Heineken,Google Ads,Google Ads | Search | Statewide,972
2022-05-01,2022-05-31,Heineken,Facebook Ads,Facebook Ads | Traffic | National,324
2022-05-01,2022-05-31,Heineken,Facebook Ads,Facebook Ads | Traffic | Statewide,273
2022-05-01,2022-05-31,Tetley's Brewery,Facebook Ads,Facebook Ads | Traffic | Statewide,796
2022-05-01,2022-05-31,Tetley's Brewery,Facebook Ads,Facebook Ads | Traffic | National,1029
2022-05-01,2022-05-31,Batemans Brewery,Facebook Ads,Facebook Ads | Retargeting | Statewide,387
2022-05-01,2022-05-31,Batemans Brewery,Facebook Ads,Facebook Ads | Retargeting | Local,237
2022-05-01,2022-05-31,Batemans Brewery,Google Ads,Google Ads | Retargeting | National,517
2022-05-01,2022-05-31,Batemans Brewery,Google Ads,Google Ads | Retargeting | Local,1021
2022-05-01,2022-05-31,Grapette,Google Ads,Google Ads | Retargeting | Local,805
2022-05-01,2022-05-31,Grapette,Google Ads,Google Ads | Retargeting | National,727
2022-05-01,2022-05-31,Grapette,Facebook Ads,Facebook Ads | Retargeting | Statewide,1619
2022-05-01,2022-05-31,Grapette,Facebook Ads,Facebook Ads | Retargeting | Local,150
2022-05-01,2022-05-31,Grapette,Google Ads,Google Ads | Search | Local,1168
2022-05-01,2022-05-31,Grapette,Google Ads,Google Ads | Search | Statewide,41
2022-05-01,2022-05-31,Grapette,Facebook Ads,Facebook Ads | Traffic | National,8
2022-05-01,2022-05-31,Grapette,Facebook Ads,Facebook Ads | Traffic | Local,1
2022-05-01,2022-05-31,Jif (lemon juice),Google Ads,Google Ads | Search | National,256
2022-05-01,2022-05-31,Jif (lemon juice),Google Ads,Google Ads | Search | Local,68
2022-05-01,2022-05-31,Royal Tru,Facebook Ads,Facebook Ads | Retargeting | Statewide,371
2022-05-01,2022-05-31,Royal Tru,Facebook Ads,Facebook Ads | Retargeting | National,938
2022-05-01,2022-05-31,Royal Tru,Google Ads,Google Ads | Search | National,530
2022-05-01,2022-05-31,Royal Tru,Google Ads,Google Ads | Search | Local,1195
2022-05-01,2022-05-31,Oronamin,Facebook Ads,Facebook Ads | Retargeting | Local,811
2022-05-01,2022-05-31,Oronamin,Facebook Ads,Facebook Ads | Retargeting | National,992
2022-05-01,2022-05-31,Culligan,Google Ads,Google Ads | Retargeting | Statewide,820
2022-05-01,2022-05-31,Culligan,Google Ads,Google Ads | Retargeting | National,187
2022-05-01,2022-05-31,Belvedere Vodka,Facebook Ads,Facebook Ads | Retargeting | Statewide,174
2022-05-01,2022-05-31,Belvedere Vodka,Facebook Ads,Facebook Ads | Retargeting | Local,191
2022-05-01,2022-05-31,Belvedere Vodka,Google Ads,Google Ads | Search | Local,924
2022-05-01,2022-05-31,Belvedere Vodka,Google Ads,Google Ads | Search | Statewide,354
2022-05-01,2022-05-31,Wodka Gorbatschow,Google Ads,Google Ads | Retargeting | Statewide,75
2022-05-01,2022-05-31,Wodka Gorbatschow,Google Ads,Google Ads | Retargeting | National,251
2022-05-01,2022-05-31,White Horse (whisky),Facebook Ads,Facebook Ads | Traffic | Local,484
2022-05-01,2022-05-31,White Horse (whisky),Facebook Ads,Facebook Ads | Traffic | National,718
2022-05-01,2022-05-31,White Horse (whisky),Google Ads,Google Ads | Search | Local,253
2022-05-01,2022-05-31,White Horse (whisky),Google Ads,Google Ads | Search | Statewide,747
2022-05-01,2022-05-31,Finlandia (vodka),Google Ads,Google Ads | Search | Local,206
2022-05-01,2022-05-31,Finlandia (vodka),Google Ads,Google Ads | Search | National,29
2022-05-01,2022-05-31,Colgate,Google Ads,Google Ads | Search | Statewide,1289
2022-05-01,2022-05-31,Colgate,Google Ads,Google Ads | Search | National,664
2022-05-01,2022-05-31,Colgate,Facebook Ads,Facebook Ads | Retargeting | Statewide,436
2022-05-01,2022-05-31,Colgate,Facebook Ads,Facebook Ads | Retargeting | National,942
2022-05-01,2022-05-31,Colgate,Google Ads,Google Ads | Retargeting | National,693
2022-05-01,2022-05-31,Colgate,Google Ads,Google Ads | Retargeting | Local,771
2022-05-01,2022-05-31,Colgate,Facebook Ads,Facebook Ads | Traffic | Local,619
2022-05-01,2022-05-31,Colgate,Facebook Ads,Facebook Ads | Traffic | National,554
2022-05-01,2022-05-31,Pizza Hut,Facebook Ads,Facebook Ads | Traffic | Statewide,427
2022-05-01,2022-05-31,Pizza Hut,Facebook Ads,Facebook Ads | Traffic | Local,554
2022-05-01,2022-05-31,Head & Shoulders,Google Ads,Google Ads | Retargeting | National,36
2022-05-01,2022-05-31,Head & Shoulders,Google Ads,Google Ads | Retargeting | Local,1022
2022-05-01,2022-05-31,Domino's Pizza,Google Ads,Google Ads | Search | Local,605
2022-05-01,2022-05-31,Domino's Pizza,Google Ads,Google Ads | Search | Statewide,358
2022-05-01,2022-05-31,Domino's Pizza,Facebook Ads,Facebook Ads | Retargeting | National,1264
2022-05-01,2022-05-31,Domino's Pizza,Facebook Ads,Facebook Ads | Retargeting | Local,270
2022-05-01,2022-05-31,Domino's Pizza,Facebook Ads,Facebook Ads | Traffic | Statewide,525
2022-05-01,2022-05-31,Domino's Pizza,Facebook Ads,Facebook Ads | Traffic | National,240
2022-05-01,2022-05-31,Ben & Jerry's,Facebook Ads,Facebook Ads | Traffic | Local,152
2022-05-01,2022-05-31,Ben & Jerry's,Facebook Ads,Facebook Ads | Traffic | Statewide,3
2022-05-01,2022-05-31,Gatorade,Google Ads,Google Ads | Retargeting | National,767
2022-05-01,2022-05-31,Gatorade,Google Ads,Google Ads | Retargeting | Statewide,767
2022-05-01,2022-05-31,Gatorade,Google Ads,Google Ads | Search | National,1314
2022-05-01,2022-05-31,Gatorade,Google Ads,Google Ads | Search | Statewide,437
2022-05-01,2022-05-31,Gatorade,Facebook Ads,Facebook Ads | Traffic | National,739
2022-05-01,2022-05-31,Gatorade,Facebook Ads,Facebook Ads | Traffic | Statewide,71
2022-05-01,2022-05-31,Gatorade,Facebook Ads,Facebook Ads | Retargeting | Local,70
2022-05-01,2022-05-31,Gatorade,Facebook Ads,Facebook Ads | Retargeting | Statewide,342
2022-05-01,2022-05-31,Milo,Facebook Ads,Facebook Ads | Retargeting | National,3
2022-05-01,2022-05-31,Milo,Facebook Ads,Facebook Ads | Retargeting | Local,1342
2022-05-01,2022-05-31,Milo,Facebook Ads,Facebook Ads | Traffic | Statewide,914
2022-05-01,2022-05-31,Milo,Facebook Ads,Facebook Ads | Traffic | National,420
2022-05-01,2022-05-31,Milo,Google Ads,Google Ads | Search | Local,585
2022-05-01,2022-05-31,Milo,Google Ads,Google Ads | Search | National,631
2022-05-01,2022-05-31,Milo,Google Ads,Google Ads | Retargeting | Local,550
2022-05-01,2022-05-31,Milo,Google Ads,Google Ads | Retargeting | Statewide,731
2022-05-01,2022-05-31,Starbucks,Google Ads,Google Ads | Retargeting | Statewide,913
2022-05-01,2022-05-31,Starbucks,Google Ads,Google Ads | Retargeting | Local,711
2022-05-01,2022-05-31,Starbucks,Google Ads,Google Ads | Search | Local,925
2022-05-01,2022-05-31,Starbucks,Google Ads,Google Ads | Search | National,357
2022-05-01,2022-05-31,Starbucks,Facebook Ads,Facebook Ads | Retargeting | Local,802
2022-05-01,2022-05-31,Starbucks,Facebook Ads,Facebook Ads | Retargeting | Statewide,744
2022-05-01,2022-05-31,Audi,Google Ads,Google Ads | Search | Local,1436
2022-05-01,2022-05-31,Audi,Google Ads,Google Ads | Search | National,74
2022-05-01,2022-05-31,Audi,Facebook Ads,Facebook Ads | Retargeting | National,269
2022-05-01,2022-05-31,Audi,Facebook Ads,Facebook Ads | Retargeting | Local,1606
2022-05-01,2022-05-31,NIVEA,Facebook Ads,Facebook Ads | Traffic | National,1237
2022-05-01,2022-05-31,NIVEA,Facebook Ads,Facebook Ads | Traffic | Statewide,717
2022-05-01,2022-05-31,NIVEA,Google Ads,Google Ads | Search | National,7
2022-05-01,2022-05-31,NIVEA,Google Ads,Google Ads | Search | Local,1610
2022-05-01,2022-05-31,NIVEA,Facebook Ads,Facebook Ads | Retargeting | National,352
2022-05-01,2022-05-31,NIVEA,Facebook Ads,Facebook Ads | Retargeting | Statewide,1642
2022-05-01,2022-05-31,Nescafe,Facebook Ads,Facebook Ads | Traffic | National,339
2022-05-01,2022-05-31,Nescafe,Facebook Ads,Facebook Ads | Traffic | Statewide,1271
2022-05-01,2022-05-31,Nescafe,Facebook Ads,Facebook Ads | Retargeting | National,131
2022-05-01,2022-05-31,Nescafe,Facebook Ads,Facebook Ads | Retargeting | Statewide,907
2022-05-01,2022-05-31,Nescafe,Google Ads,Google Ads | Retargeting | National,985
2022-05-01,2022-05-31,Nescafe,Google Ads,Google Ads | Retargeting | Statewide,419
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Google Ads,Google Ads | Search | Local,623
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Google Ads,Google Ads | Search | National,689
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Facebook Ads,Facebook Ads | Traffic | National,492
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Facebook Ads,Facebook Ads | Traffic | Local,81
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Google Ads,Google Ads | Retargeting | Statewide,990
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Google Ads,Google Ads | Retargeting | National,803
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Facebook Ads,Facebook Ads | Retargeting | National,394
2022-05-01,2022-05-31,KFC(Kentucky Fried Chicken),Facebook Ads,Facebook Ads | Retargeting | Statewide,956
2022-05-01,2022-05-31,Levi's Jeans,Facebook Ads,Facebook Ads | Traffic | Local,1396
2022-05-01,2022-05-31,Levi's Jeans,Facebook Ads,Facebook Ads | Traffic | Statewide,496
2022-05-01,2022-05-31,Levi's Jeans,Google Ads,Google Ads | Search | National,513
2022-05-01,2022-05-31,Levi's Jeans,Google Ads,Google Ads | Search | Local,122
2022-05-01,2022-05-31,Levi's Jeans,Facebook Ads,Facebook Ads | Retargeting | Statewide,100
2022-05-01,2022-05-31,Levi's Jeans,Facebook Ads,Facebook Ads | Retargeting | National,182
2022-05-01,2022-05-31,Lipton,Facebook Ads,Facebook Ads | Traffic | Statewide,345
2022-05-01,2022-05-31,Lipton,Facebook Ads,Facebook Ads | Traffic | National,1142
2022-05-01,2022-05-31,Pampers,Facebook Ads,Facebook Ads | Retargeting | Statewide,178
2022-05-01,2022-05-31,Pampers,Facebook Ads,Facebook Ads | Retargeting | National,653
2022-05-01,2022-05-31,Pampers,Google Ads,Google Ads | Retargeting | Local,147
2022-05-01,2022-05-31,Pampers,Google Ads,Google Ads | Retargeting | Statewide,913
2022-05-01,2022-05-31,Pampers,Facebook Ads,Facebook Ads | Traffic | National,614
2022-05-01,2022-05-31,Pampers,Facebook Ads,Facebook Ads | Traffic | Statewide,663
2022-05-01,2022-05-31,Pampers,Google Ads,Google Ads | Search | Local,134
2022-05-01,2022-05-31,Pampers,Google Ads,Google Ads | Search | Statewide,699
2022-05-01,2022-05-31,Coca-Cola,Google Ads,Google Ads | Search | National,531
2022-05-01,2022-05-31,Coca-Cola,Google Ads,Google Ads | Search | Local,257
2022-05-01,2022-05-31,Coca-Cola,Facebook Ads,Facebook Ads | Retargeting | Local,636
2022-05-01,2022-05-31,Coca-Cola,Facebook Ads,Facebook Ads | Retargeting | National,869
2022-05-01,2022-05-31,Coca-Cola,Facebook Ads,Facebook Ads | Traffic | Statewide,356
2022-05-01,2022-05-31,Coca-Cola,Facebook Ads,Facebook Ads | Traffic | Local,1369
2022-05-01,2022-05-31,Beam Suntory,Google Ads,Google Ads | Retargeting | National,273
2022-05-01,2022-05-31,Beam Suntory,Google Ads,Google Ads | Retargeting | Local,525
2022-05-01,2022-05-31,Beam Suntory,Facebook Ads,Facebook Ads | Traffic | Local,110
2022-05-01,2022-05-31,Beam Suntory,Facebook Ads,Facebook Ads | Traffic | National,22
2022-05-01,2022-05-31,Live+,Google Ads,Google Ads | Search | Local,1053
2022-05-01,2022-05-31,Live+,Google Ads,Google Ads | Search | Statewide,148
